Name,Size,Timings,Owner,Rent,Location,City,State,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-15,03:44:42,Match Boxes,Local,No,98,48,23.79,443.33
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-11,20:37:46,Jelly,Local,No,37,28,56.01,456.94
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-14,21:32:49,Biscuits,Domestic,Yes,66,17,3.96,12.72
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-21,12:31:00,Peanuts,Local,No,70,52,18.68,345.09
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-13,08:36:48,Jelly,Local,No,86,38,57.65,713.08
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-08-09,14:07:07,Biscuits,International,Yes,100,79,16.62,337.48
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-13,00:26:03,Chewing Gum,International,Yes,38,14,55.55,241.16
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-30,21:21:01,Match Boxes,Local,No,81,23,30.79,213.85
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-18,22:23:12,Drinks,International,Yes,35,12,57.16,103.37
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-30,18:50:41,Lighters,Local,Yes,51,27,48.39,361.81
Vaishnavi's Pan Shop,137,11:00 - 22:00,Orinder Patil,4830,"H.No. 08
Sampath Marg",Lucknow,Uttar Pradesh,2025-07-23,15:08:44,Drinks,International,Yes,42,4,6.79,7.7
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-16,22:30:55,Match Boxes,Local,No,62,42,20.79,124.51
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-30,07:34:40,Cigarettes,International,Yes,37,37,28.17,211.95
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-27,01:11:43,Lighters,Local,Yes,30,13,55.53,77.9
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-17,23:40:20,Chewing Gum,International,Yes,70,2,15.03,8.05
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-05,16:06:12,Soanpapdi,Local,No,84,11,33.8,52.7
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-19,06:26:11,Biscuits,International,Yes,35,4,24.01,19.02
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-11,17:56:16,Biscuits,Domestic,Yes,5,1,46.09,14.59
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-31,19:43:13,Cigarettes,International,Yes,39,8,27.02,58.67
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-26,08:56:45,Sweets,Local,No,59,10,24.01,88.35
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-14,22:31:39,Mysorepak,Local,No,25,2,24.74,8.64
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-08,07:53:27,Soanpapdi,Local,No,8,4,34.75,42.2
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-20,06:03:20,Soda,Domestic,Yes,18,3,25.63,22.92
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-18,14:02:11,Lighters,Local,Yes,61,29,3.9,27.2
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-24,21:23:29,Cigarettes,Domestic,Yes,30,23,11.38,42.53
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-12,16:03:01,Peanuts,Local,No,66,34,51.78,228.82
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-03,17:19:30,Biscuits,International,Yes,44,29,53.83,361.28
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-24,13:23:55,Peanuts,Local,No,55,9,21.72,51.1
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-02,08:52:36,Match Boxes,Local,No,13,5,8.66,10.72
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-16,02:19:10,Match Boxes,Local,No,65,8,38.12,68.92
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-22,19:53:26,Biscuits,International,Yes,10,7,57.68,110.61
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-19,13:20:25,Chocolates,International,Yes,47,11,53.23,230.17
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-09,05:03:26,Biscuits,International,Yes,20,8,29.52,58.78
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-06,11:42:37,Soanpapdi,Local,No,31,10,43.95,146.13
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-01,09:50:03,Drinks,International,Yes,39,19,57.32,270.36
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-04,05:22:26,Match Boxes,Local,No,100,78,20.93,309.47
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-20,10:34:39,Soanpapdi,Local,No,7,7,45.22,96.9
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-20,00:55:44,Soda,International,Yes,78,22,10.37,85.53
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-06,03:24:24,Peanuts,Local,No,76,40,37.95,460.25
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-28,10:03:32,Biscuits,International,Yes,5,5,19.14,23.14
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-08,09:26:35,Biscuits,International,Yes,60,3,16.64,5.04
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-27,05:34:02,Mysorepak,Local,No,28,16,4.32,20.9
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-02,16:22:39,Match Boxes,Local,No,85,72,48.84,1240.91
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-12,03:35:10,Chips,Domestic,Yes,37,32,32.3,201.05
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-07,08:15:01,Lighters,Local,Yes,10,8,33.5,67.3
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-29,16:37:15,Chips,Domestic,Yes,57,52,38.56,556.19
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-21,08:02:24,Drinks,Domestic,Yes,81,49,4.06,75.74
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-08,16:20:18,Soda,Domestic,Yes,51,28,23.93,158.5
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-23,10:58:24,Lighters,Local,Yes,13,3,52.04,31.4
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-20,20:54:15,Chocolates,Domestic,Yes,96,56,19.33,395.61
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-09,11:59:02,Cigarettes,International,Yes,44,18,33.95,235.2
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-31,01:11:55,Soda,Domestic,Yes,92,39,53.02,663.24
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-16,12:31:25,Drinks,Domestic,Yes,43,25,40.43,243.57
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-06,21:32:56,Drinks,International,Yes,53,10,38.15,104.07
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-17,14:18:04,Peanuts,Local,No,27,11,25.39,64.83
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-17,19:41:01,Chewing Gum,Domestic,Yes,40,20,26.31,154.01
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-04,09:39:48,Match Boxes,Local,No,79,26,36.66,210.99
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-03,17:56:59,Lighters,Local,Yes,83,49,21.93,331.86
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-07,02:10:58,Mysorepak,Local,No,35,26,14.45,86.82
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-31,02:10:53,Sweets,Local,No,79,19,22.35,99.13
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-06,00:21:49,Soanpapdi,Local,No,45,4,36.21,53.25
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-19,23:41:58,Lighters,Local,Yes,94,63,37.35,863.77
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-03,13:03:06,Jelly,Local,No,81,63,40.86,935.85
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-07,15:50:25,Sweets,Local,No,28,20,5.41,14.84
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-08,05:17:03,Cigarettes,Domestic,Yes,6,3,42.57,18.74
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-04,05:13:27,Cigarettes,Domestic,Yes,91,44,53.44,456.32
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-07,16:05:38,Biscuits,Domestic,Yes,79,45,49.22,613.67
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-07-24,23:36:05,Mysorepak,Local,No,89,13,30.61,115.1
Faras's Pan Shop,110,9:00 - 22:00,Reva Mandal,5267,"359
Nagarajan Path",Mumbai,Maharashtra,2025-08-04,11:33:41,Drinks,International,Yes,53,5,43.69,86.15
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-01,14:39:35,Chips,International,Yes,73,62,3.95,86.6
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-15,08:30:58,Soanpapdi,Local,No,82,75,15.92,355.69
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-15,12:30:39,Cigarettes,Domestic,Yes,29,28,22.94,75.93
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-17,22:59:11,Peanuts,Local,No,5,2,51.99,35.35
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-13,05:02:50,Cigarettes,Domestic,Yes,82,69,25.25,514.98
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-13,21:32:03,Soanpapdi,Local,No,30,20,41.72,317.74
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-04,08:19:01,Match Boxes,Local,No,7,1,36.42,8.41
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-04,13:34:47,Soda,Domestic,Yes,31,13,43.83,67.03
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-07,23:02:55,Biscuits,International,Yes,44,37,45.41,194.73
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-16,23:28:52,Chewing Gum,Domestic,Yes,90,2,7.59,2.48
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-08,22:03:09,Chips,Domestic,Yes,73,66,3.91,76.83
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-24,01:53:56,Chewing Gum,Domestic,Yes,50,1,37.72,9.59
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-08-08,17:58:01,Mysorepak,Local,No,59,39,8.4,93.54
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-23,07:10:42,Match Boxes,Local,No,26,6,35.08,71.47
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-11,00:30:50,Chips,Domestic,Yes,61,41,8.99,140.62
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-23,17:03:17,Soda,Domestic,Yes,34,13,49.92,165.49
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-17,23:40:50,Match Boxes,Local,No,17,5,34.94,46.69
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-19,22:42:00,Match Boxes,Local,No,94,56,3.21,42.16
Gaurav's Pan Shop,62,10:00 - 21:00,Aahana Venkataraman,2716,"H.No. 549
Gara Marg",Bengaluru,Karnataka,2025-07-27,05:37:32,Mysorepak,Local,No,13,11,43.83,139.8
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-08,16:15:43,Match Boxes,Local,No,84,17,40.09,182.85
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-15,08:12:07,Match Boxes,Local,No,37,9,36.77,99.85
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-06,14:00:44,Chocolates,International,Yes,88,76,11.48,238.45
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-14,22:29:53,Mysorepak,Local,No,74,14,51.66,168.43
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-14,09:52:51,Chips,International,Yes,38,31,52.34,529.52
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-19,00:03:51,Mysorepak,Local,No,73,16,4.23,14.12
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-24,10:51:46,Peanuts,Local,No,49,21,32.23,70.52
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-04,09:58:13,Mysorepak,Local,No,73,43,58.5,605.2
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-05,08:13:10,Chips,Domestic,Yes,23,14,52.98,101.95
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-09,09:08:51,Soanpapdi,Local,No,10,6,35.81,48.23
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-07,12:46:14,Jelly,Local,No,40,37,25.82,129.51
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-03,14:07:06,Mysorepak,Local,No,60,55,10.43,187.8
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-02,00:19:33,Biscuits,International,Yes,8,5,25.7,16.51
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-18,12:40:42,Chips,International,Yes,95,31,59.33,661.33
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-02,11:57:13,Drinks,International,Yes,17,14,16.8,75.54
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-08-09,02:43:53,Drinks,International,Yes,30,2,9.72,5.59
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-14,23:25:05,Lighters,Local,Yes,59,34,27.41,136.13
Praneel's Pan Shop,116,7:00 - 23:00,Balendra Pandey,6759,"02/83
Garde Zila",Kolkata,West Bengal,2025-07-19,07:56:22,Biscuits,International,Yes,78,28,43.26,367.49
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-08-01,14:15:08,Soanpapdi,Local,No,62,16,14.42,63.84
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-08-04,04:03:51,Soda,International,Yes,40,6,15.06,13.36
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-17,00:27:11,Sweets,Local,No,6,2,11.34,4.44
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-13,13:06:16,Soda,International,Yes,61,7,36.8,74.65
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-28,18:24:29,Sweets,Local,No,48,43,9.07,128.34
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-30,07:27:15,Sweets,Local,No,63,58,15.96,160.11
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-18,00:20:28,Lighters,Local,Yes,68,54,17.61,320.44
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-17,21:02:29,Soanpapdi,Local,No,40,23,2.6,7.97
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-08-04,13:11:23,Biscuits,Domestic,Yes,83,1,56.08,21.55
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-31,14:20:44,Lighters,Local,Yes,89,39,57.8,694.12
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-20,14:41:43,Cigarettes,International,Yes,58,41,9.8,95.59
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-30,09:32:56,Chewing Gum,Domestic,Yes,53,50,37.16,353.33
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-11,17:26:42,Peanuts,Local,No,58,38,17.61,69.21
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-25,15:59:30,Drinks,Domestic,Yes,10,8,12.03,24.26
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-08-05,11:43:19,Cigarettes,International,Yes,83,22,25.55,124.66
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-28,12:34:11,Match Boxes,Local,No,82,77,42.44,698.67
Falguni's Pan Shop,70,10:00 - 20:00,Chaitaly Narasimhan,4290,"038, Nagi",New Delhi,Delhi,2025-07-18,08:21:43,Drinks,Domestic,Yes,34,29,32.11,281.76
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-13,03:46:20,Jelly,Local,No,8,1,5.42,0.59
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-23,14:29:02,Biscuits,Domestic,Yes,62,55,46.07,500.46
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-16,19:52:23,Peanuts,Local,No,88,8,4.97,6.73
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-28,16:42:45,Biscuits,International,Yes,6,1,49.24,6.32
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-21,12:53:08,Drinks,International,Yes,82,64,19.09,134.94
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-29,12:16:21,Cigarettes,International,Yes,13,5,20.33,39.73
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-23,14:55:02,Biscuits,Domestic,Yes,40,38,13.73,58.86
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-24,03:36:24,Biscuits,International,Yes,85,5,28.49,37.03
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-31,10:37:48,Chips,Domestic,Yes,5,2,17.74,5.29
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-24,01:50:36,Peanuts,Local,No,100,43,12.26,160.67
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-27,22:12:56,Biscuits,Domestic,Yes,65,61,45.59,312.29
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-31,23:19:11,Mysorepak,Local,No,13,12,19.32,77.83
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-22,04:22:51,Soda,International,Yes,12,1,21.51,4.11
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-12,23:50:14,Chips,Domestic,Yes,74,26,57.02,188.68
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-08-09,22:01:32,Chips,International,Yes,86,74,14.42,300.62
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-08-04,01:52:52,Soanpapdi,Local,No,85,21,35.44,103.16
Harish's Pan Shop,53,9:00 - 22:00,Siya Parsa,6916,"H.No. 326
Vala Path",Kanpur,Uttar Pradesh,2025-07-12,03:02:00,Peanuts,Local,No,15,11,39.12,169.97
